customer_id,country,name,email,signup_date
17873,United Kingdom,Customer_17873.0,customer17873.0@example.com,01-01-2020
13093,United Kingdom,Customer_13093.0,customer13093.0@example.com,01-01-2020
12921,United Kingdom,Customer_12921.0,customer12921.0@example.com,01-01-2020
13468,United Kingdom,Customer_13468.0,customer13468.0@example.com,01-01-2020
17760,United Kingdom,Customer_17760.0,customer17760.0@example.com,01-01-2020
16928,United Kingdom,Customer_16928.0,customer16928.0@example.com,01-01-2020
16048,United Kingdom,Customer_16048.0,customer16048.0@example.com,01-01-2020
16274,United Kingdom,Customer_16274.0,customer16274.0@example.com,01-01-2020
14496,United Kingdom,Customer_14496.0,customer14496.0@example.com,01-01-2020
14696,United Kingdom,Customer_14696.0,customer14696.0@example.com,01-01-2020
16539,United Kingdom,Customer_16539.0,customer16539.0@example.com,01-01-2020
17025,United Kingdom,Customer_17025.0,customer17025.0@example.com,01-01-2020
13777,United Kingdom,Customer_13777.0,customer13777.0@example.com,01-01-2020
17690,United Kingdom,Customer_17690.0,customer17690.0@example.com,01-01-2020
12947,United Kingdom,Customer_12947.0,customer12947.0@example.com,01-01-2020
17460,United Kingdom,Customer_17460.0,customer17460.0@example.com,01-01-2020
18229,United Kingdom,Customer_18229.0,customer18229.0@example.com,01-01-2020
14142,United Kingdom,Customer_14142.0,customer14142.0@example.com,01-01-2020
17069,United Kingdom,Customer_17069.0,customer17069.0@example.com,01-01-2020
13065,United Kingdom,Customer_13065.0,customer13065.0@example.com,01-01-2020
14606,United Kingdom,Customer_14606.0,customer14606.0@example.com,01-01-2020
16835,United Kingdom,Customer_16835.0,customer16835.0@example.com,01-01-2020
15235,United Kingdom,Customer_15235.0,customer15235.0@example.com,01-01-2020
13576,United Kingdom,Customer_13576.0,customer13576.0@example.com,01-01-2020
18011,United Kingdom,Customer_18011.0,customer18011.0@example.com,01-01-2020
13090,United Kingdom,Customer_13090.0,customer13090.0@example.com,01-01-2020
15694,United Kingdom,Customer_15694.0,customer15694.0@example.com,01-01-2020
14741,United Kingdom,Customer_14741.0,customer14741.0@example.com,01-01-2020
13715,United Kingdom,Customer_13715.0,customer13715.0@example.com,01-01-2020
14092,United Kingdom,Customer_14092.0,customer14092.0@example.com,01-01-2020
17732,United Kingdom,Customer_17732.0,customer17732.0@example.com,01-01-2020
12855,United Kingdom,Customer_12855.0,customer12855.0@example.com,01-01-2020
15752,United Kingdom,Customer_15752.0,customer15752.0@example.com,01-01-2020
17855,United Kingdom,Customer_17855.0,customer17855.0@example.com,01-01-2020
14047,United Kingdom,Customer_14047.0,customer14047.0@example.com,01-01-2020
17925,United Kingdom,Customer_17925.0,customer17925.0@example.com,01-01-2020
13941,United Kingdom,Customer_13941.0,customer13941.0@example.com,01-01-2020
17017,United Kingdom,Customer_17017.0,customer17017.0@example.com,01-01-2020
14135,United Kingdom,Customer_14135.0,customer14135.0@example.com,01-01-2020
13108,United Kingdom,Customer_13108.0,customer13108.0@example.com,01-01-2020
12471,Germany,Customer_12471.0,customer12471.0@example.com,01-01-2020
15601,United Kingdom,Customer_15601.0,customer15601.0@example.com,01-01-2020
13418,United Kingdom,Customer_13418.0,customer13418.0@example.com,01-01-2020
14766,United Kingdom,Customer_14766.0,customer14766.0@example.com,01-01-2020
15658,United Kingdom,Customer_15658.0,customer15658.0@example.com,01-01-2020
14388,United Kingdom,Customer_14388.0,customer14388.0@example.com,01-01-2020
14901,United Kingdom,Customer_14901.0,customer14901.0@example.com,01-01-2020
18041,United Kingdom,Customer_18041.0,customer18041.0@example.com,01-01-2020
15955,United Kingdom,Customer_15955.0,customer15955.0@example.com,01-01-2020
15070,United Kingdom,Customer_15070.0,customer15070.0@example.com,01-01-2020
16244,United Kingdom,Customer_16244.0,customer16244.0@example.com,01-01-2020
15111,United Kingdom,Customer_15111.0,customer15111.0@example.com,01-01-2020
14390,United Kingdom,Customer_14390.0,customer14390.0@example.com,01-01-2020
16546,United Kingdom,Customer_16546.0,customer16546.0@example.com,01-01-2020
15260,United Kingdom,Customer_15260.0,customer15260.0@example.com,01-01-2020
13305,United Kingdom,Customer_13305.0,customer13305.0@example.com,01-01-2020
14491,United Kingdom,Customer_14491.0,customer14491.0@example.com,01-01-2020
14060,United Kingdom,Customer_14060.0,customer14060.0@example.com,01-01-2020
15923,United Kingdom,Customer_15923.0,customer15923.0@example.com,01-01-2020
16752,United Kingdom,Customer_16752.0,customer16752.0@example.com,01-01-2020
17287,United Kingdom,Customer_17287.0,customer17287.0@example.com,01-01-2020
15363,United Kingdom,Customer_15363.0,customer15363.0@example.com,01-01-2020
12915,United Kingdom,Customer_12915.0,customer12915.0@example.com,01-01-2020
15544,United Kingdom,Customer_15544.0,customer15544.0@example.com,01-01-2020
15738,United Kingdom,Customer_15738.0,customer15738.0@example.com,01-01-2020
16042,United Kingdom,Customer_16042.0,customer16042.0@example.com,01-01-2020
17381,United Kingdom,Customer_17381.0,customer17381.0@example.com,01-01-2020
15827,United Kingdom,Customer_15827.0,customer15827.0@example.com,01-01-2020
14180,United Kingdom,Customer_14180.0,customer14180.0@example.com,01-01-2020
13117,United Kingdom,Customer_13117.0,customer13117.0@example.com,01-01-2020
16916,United Kingdom,Customer_16916.0,customer16916.0@example.com,01-01-2020
17964,United Kingdom,Customer_17964.0,customer17964.0@example.com,01-01-2020
14466,United Kingdom,Customer_14466.0,customer14466.0@example.com,01-01-2020
17235,United Kingdom,Customer_17235.0,customer17235.0@example.com,01-01-2020
16510,United Kingdom,Customer_16510.0,customer16510.0@example.com,01-01-2020
17802,United Kingdom,Customer_17802.0,customer17802.0@example.com,01-01-2020
15107,United Kingdom,Customer_15107.0,customer15107.0@example.com,01-01-2020
17976,United Kingdom,Customer_17976.0,customer17976.0@example.com,01-01-2020
14449,United Kingdom,Customer_14449.0,customer14449.0@example.com,01-01-2020
15838,United Kingdom,Customer_15838.0,customer15838.0@example.com,01-01-2020
16781,United Kingdom,Customer_16781.0,customer16781.0@example.com,01-01-2020
17547,United Kingdom,Customer_17547.0,customer17547.0@example.com,01-01-2020
13491,United Kingdom,Customer_13491.0,customer13491.0@example.com,01-01-2020
16186,United Kingdom,Customer_16186.0,customer16186.0@example.com,01-01-2020
17685,United Kingdom,Customer_17685.0,customer17685.0@example.com,01-01-2020
17581,United Kingdom,Customer_17581.0,customer17581.0@example.com,01-01-2020
15732,United Kingdom,Customer_15732.0,customer15732.0@example.com,01-01-2020
13138,United Kingdom,Customer_13138.0,customer13138.0@example.com,01-01-2020
15823,United Kingdom,Customer_15823.0,customer15823.0@example.com,01-01-2020
17567,United Kingdom,Customer_17567.0,customer17567.0@example.com,01-01-2020
15061,United Kingdom,Customer_15061.0,customer15061.0@example.com,01-01-2020
16203,United Kingdom,Customer_16203.0,customer16203.0@example.com,01-01-2020
15640,United Kingdom,Customer_15640.0,customer15640.0@example.com,01-01-2020
15574,United Kingdom,Customer_15574.0,customer15574.0@example.com,01-01-2020
16770,United Kingdom,Customer_16770.0,customer16770.0@example.com,01-01-2020
17838,United Kingdom,Customer_17838.0,customer17838.0@example.com,01-01-2020
17228,United Kingdom,Customer_17228.0,customer17228.0@example.com,01-01-2020
14829,United Kingdom,Customer_14829.0,customer14829.0@example.com,01-01-2020
17412,United Kingdom,Customer_17412.0,customer17412.0@example.com,01-01-2020
14031,United Kingdom,Customer_14031.0,customer14031.0@example.com,01-01-2020
14775,United Kingdom,Customer_14775.0,customer14775.0@example.com,01-01-2020
12971,United Kingdom,Customer_12971.0,customer12971.0@example.com,01-01-2020
15834,United Kingdom,Customer_15834.0,customer15834.0@example.com,01-01-2020
17659,United Kingdom,Customer_17659.0,customer17659.0@example.com,01-01-2020
15299,United Kingdom,Customer_15299.0,customer15299.0@example.com,01-01-2020
15646,United Kingdom,Customer_15646.0,customer15646.0@example.com,01-01-2020
13958,United Kingdom,Customer_13958.0,customer13958.0@example.com,01-01-2020
14443,United Kingdom,Customer_14443.0,customer14443.0@example.com,01-01-2020
14156,EIRE,Customer_14156.0,customer14156.0@example.com,01-01-2020
16995,United Kingdom,Customer_16995.0,customer16995.0@example.com,01-01-2020
13402,United Kingdom,Customer_13402.0,customer13402.0@example.com,01-01-2020
18168,United Kingdom,Customer_18168.0,customer18168.0@example.com,01-01-2020
17757,United Kingdom,Customer_17757.0,customer17757.0@example.com,01-01-2020
14625,United Kingdom,Customer_14625.0,customer14625.0@example.com,01-01-2020
13011,United Kingdom,Customer_13011.0,customer13011.0@example.com,01-01-2020
13798,United Kingdom,Customer_13798.0,customer13798.0@example.com,01-01-2020
15384,United Kingdom,Customer_15384.0,customer15384.0@example.com,01-01-2020
14264,United Kingdom,Customer_14264.0,customer14264.0@example.com,01-01-2020
13295,United Kingdom,Customer_13295.0,customer13295.0@example.com,01-01-2020
16754,United Kingdom,Customer_16754.0,customer16754.0@example.com,01-01-2020
16634,United Kingdom,Customer_16634.0,customer16634.0@example.com,01-01-2020
18239,United Kingdom,Customer_18239.0,customer18239.0@example.com,01-01-2020
14576,United Kingdom,Customer_14576.0,customer14576.0@example.com,01-01-2020
13145,United Kingdom,Customer_13145.0,customer13145.0@example.com,01-01-2020
14395,United Kingdom,Customer_14395.0,customer14395.0@example.com,01-01-2020
14865,United Kingdom,Customer_14865.0,customer14865.0@example.com,01-01-2020
15093,United Kingdom,Customer_15093.0,customer15093.0@example.com,01-01-2020
12738,Germany,Customer_12738.0,customer12738.0@example.com,01-01-2020
16150,United Kingdom,Customer_16150.0,customer16150.0@example.com,01-01-2020
17552,United Kingdom,Customer_17552.0,customer17552.0@example.com,01-01-2020
14236,United Kingdom,Customer_14236.0,customer14236.0@example.com,01-01-2020
17961,United Kingdom,Customer_17961.0,customer17961.0@example.com,01-01-2020
14573,United Kingdom,Customer_14573.0,customer14573.0@example.com,01-01-2020
17135,United Kingdom,Customer_17135.0,customer17135.0@example.com,01-01-2020
17396,United Kingdom,Customer_17396.0,customer17396.0@example.com,01-01-2020
14213,United Kingdom,Customer_14213.0,customer14213.0@example.com,01-01-2020
12967,United Kingdom,Customer_12967.0,customer12967.0@example.com,01-01-2020
12686,France,Customer_12686.0,customer12686.0@example.com,01-01-2020
14679,United Kingdom,Customer_14679.0,customer14679.0@example.com,01-01-2020
15240,United Kingdom,Customer_15240.0,customer15240.0@example.com,01-01-2020
18225,United Kingdom,Customer_18225.0,customer18225.0@example.com,01-01-2020
13370,United Kingdom,Customer_13370.0,customer13370.0@example.com,01-01-2020
16883,United Kingdom,Customer_16883.0,customer16883.0@example.com,01-01-2020
13520,Switzerland,Customer_13520.0,customer13520.0@example.com,01-01-2020
12841,United Kingdom,Customer_12841.0,customer12841.0@example.com,01-01-2020
16905,United Kingdom,Customer_16905.0,customer16905.0@example.com,01-01-2020
12427,Germany,Customer_12427.0,customer12427.0@example.com,01-01-2020
17967,United Kingdom,Customer_17967.0,customer17967.0@example.com,01-01-2020
16891,United Kingdom,Customer_16891.0,customer16891.0@example.com,01-01-2020
14589,United Kingdom,Customer_14589.0,customer14589.0@example.com,01-01-2020
18254,Hong Kong,Customer_nan,customernan@example.com,01-01-2020
14680,United Kingdom,Customer_14680.0,customer14680.0@example.com,01-01-2020
17884,United Kingdom,Customer_17884.0,customer17884.0@example.com,01-01-2020
12557,Spain,Customer_12557.0,customer12557.0@example.com,01-01-2020
14083,United Kingdom,Customer_14083.0,customer14083.0@example.com,01-01-2020
13013,United Kingdom,Customer_13013.0,customer13013.0@example.com,01-01-2020
14210,United Kingdom,Customer_14210.0,customer14210.0@example.com,01-01-2020
16477,United Kingdom,Customer_16477.0,customer16477.0@example.com,01-01-2020
12600,Germany,Customer_12600.0,customer12600.0@example.com,01-01-2020
16013,United Kingdom,Customer_16013.0,customer16013.0@example.com,01-01-2020
17949,United Kingdom,Customer_17949.0,customer17949.0@example.com,01-01-2020
12779,Poland,Customer_12779.0,customer12779.0@example.com,01-01-2020
16926,United Kingdom,Customer_16926.0,customer16926.0@example.com,01-01-2020
17787,United Kingdom,Customer_17787.0,customer17787.0@example.com,01-01-2020
12682,France,Customer_12682.0,customer12682.0@example.com,01-01-2020
14723,United Kingdom,Customer_14723.0,customer14723.0@example.com,01-01-2020
17954,United Kingdom,Customer_17954.0,customer17954.0@example.com,01-01-2020
17819,United Kingdom,Customer_17819.0,customer17819.0@example.com,01-01-2020
12712,Germany,Customer_12712.0,customer12712.0@example.com,01-01-2020
15373,United Kingdom,Customer_15373.0,customer15373.0@example.com,01-01-2020
16140,United Kingdom,Customer_16140.0,customer16140.0@example.com,01-01-2020
17198,United Kingdom,Customer_17198.0,customer17198.0@example.com,01-01-2020
17238,United Kingdom,Customer_17238.0,customer17238.0@example.com,01-01-2020
12793,Portugal,Customer_12793.0,customer12793.0@example.com,01-01-2020
15769,United Kingdom,Customer_15769.0,customer15769.0@example.com,01-01-2020
14396,United Kingdom,Customer_14396.0,customer14396.0@example.com,01-01-2020
14898,United Kingdom,Customer_14898.0,customer14898.0@example.com,01-01-2020
12725,Italy,Customer_12725.0,customer12725.0@example.com,01-01-2020
16725,United Kingdom,Customer_16725.0,customer16725.0@example.com,01-01-2020
12395,Belgium,Customer_12395.0,customer12395.0@example.com,01-01-2020
16455,United Kingdom,Customer_16455.0,customer16455.0@example.com,01-01-2020
13081,United Kingdom,Customer_13081.0,customer13081.0@example.com,01-01-2020
15545,United Kingdom,Customer_15545.0,customer15545.0@example.com,01-01-2020
17243,United Kingdom,Customer_17243.0,customer17243.0@example.com,01-01-2020
15465,United Kingdom,Customer_15465.0,customer15465.0@example.com,01-01-2020
15708,United Kingdom,Customer_15708.0,customer15708.0@example.com,01-01-2020
13089,United Kingdom,Customer_13089.0,customer13089.0@example.com,01-01-2020
16033,United Kingdom,Customer_16033.0,customer16033.0@example.com,01-01-2020
13838,United Kingdom,Customer_13838.0,customer13838.0@example.com,01-01-2020
15351,United Kingdom,Customer_15351.0,customer15351.0@example.com,01-01-2020
18055,United Kingdom,Customer_18055.0,customer18055.0@example.com,01-01-2020
15038,United Kingdom,Customer_15038.0,customer15038.0@example.com,01-01-2020
18109,United Kingdom,Customer_18109.0,customer18109.0@example.com,01-01-2020
13069,United Kingdom,Customer_13069.0,customer13069.0@example.com,01-01-2020
16241,United Kingdom,Customer_16241.0,customer16241.0@example.com,01-01-2020
14800,United Kingdom,Customer_14800.0,customer14800.0@example.com,01-01-2020
16839,United Kingdom,Customer_16839.0,customer16839.0@example.com,01-01-2020
16168,United Kingdom,Customer_16168.0,customer16168.0@example.com,01-01-2020
16931,United Kingdom,Customer_16931.0,customer16931.0@example.com,01-01-2020
16814,United Kingdom,Customer_16814.0,customer16814.0@example.com,01-01-2020
13269,United Kingdom,Customer_13269.0,customer13269.0@example.com,01-01-2020
14813,United Kingdom,Customer_14813.0,customer14813.0@example.com,01-01-2020
12567,France,Customer_12567.0,customer12567.0@example.com,01-01-2020
17062,United Kingdom,Customer_17062.0,customer17062.0@example.com,01-01-2020
15332,Lithuania,Customer_15332.0,customer15332.0@example.com,01-01-2020
14810,United Kingdom,Customer_14810.0,customer14810.0@example.com,01-01-2020
16353,United Kingdom,Customer_16353.0,customer16353.0@example.com,01-01-2020
18118,United Kingdom,Customer_18118.0,customer18118.0@example.com,01-01-2020
13831,United Kingdom,Customer_13831.0,customer13831.0@example.com,01-01-2020
13506,United Kingdom,Customer_13506.0,customer13506.0@example.com,01-01-2020
17796,United Kingdom,Customer_17796.0,customer17796.0@example.com,01-01-2020
15716,United Kingdom,Customer_15716.0,customer15716.0@example.com,01-01-2020
18156,United Kingdom,Customer_18156.0,customer18156.0@example.com,01-01-2020
15221,United Kingdom,Customer_15221.0,customer15221.0@example.com,01-01-2020
16983,United Kingdom,Customer_16983.0,customer16983.0@example.com,01-01-2020
17059,United Kingdom,Customer_17059.0,customer17059.0@example.com,01-01-2020
16327,United Kingdom,Customer_16327.0,customer16327.0@example.com,01-01-2020
17211,United Kingdom,Customer_17211.0,customer17211.0@example.com,01-01-2020
17026,United Kingdom,Customer_17026.0,customer17026.0@example.com,01-01-2020
15570,United Kingdom,Customer_15570.0,customer15570.0@example.com,01-01-2020
15880,United Kingdom,Customer_15880.0,customer15880.0@example.com,01-01-2020
16718,United Kingdom,Customer_16718.0,customer16718.0@example.com,01-01-2020
15808,United Kingdom,Customer_15808.0,customer15808.0@example.com,01-01-2020
17858,United Kingdom,Customer_17858.0,customer17858.0@example.com,01-01-2020
16393,United Kingdom,Customer_16393.0,customer16393.0@example.com,01-01-2020
14161,United Kingdom,Customer_14161.0,customer14161.0@example.com,01-01-2020
17863,United Kingdom,Customer_17863.0,customer17863.0@example.com,01-01-2020
16411,United Kingdom,Customer_16411.0,customer16411.0@example.com,01-01-2020
16402,United Kingdom,Customer_16402.0,customer16402.0@example.com,01-01-2020
15023,United Kingdom,Customer_15023.0,customer15023.0@example.com,01-01-2020
17402,United Kingdom,Customer_17402.0,customer17402.0@example.com,01-01-2020
15426,United Kingdom,Customer_15426.0,customer15426.0@example.com,01-01-2020
12647,Germany,Customer_12647.0,customer12647.0@example.com,01-01-2020
15894,United Kingdom,Customer_15894.0,customer15894.0@example.com,01-01-2020
15867,United Kingdom,Customer_15867.0,customer15867.0@example.com,01-01-2020
14506,United Kingdom,Customer_14506.0,customer14506.0@example.com,01-01-2020
15555,United Kingdom,Customer_15555.0,customer15555.0@example.com,01-01-2020
13034,United Kingdom,Customer_13034.0,customer13034.0@example.com,01-01-2020
15889,United Kingdom,Customer_15889.0,customer15889.0@example.com,01-01-2020
15953,United Kingdom,Customer_15953.0,customer15953.0@example.com,01-01-2020
16143,United Kingdom,Customer_16143.0,customer16143.0@example.com,01-01-2020
12720,Germany,Customer_12720.0,customer12720.0@example.com,01-01-2020
16422,United Kingdom,Customer_16422.0,customer16422.0@example.com,01-01-2020
12747,United Kingdom,Customer_12747.0,customer12747.0@example.com,01-01-2020
15502,United Kingdom,Customer_15502.0,customer15502.0@example.com,01-01-2020
12763,Japan,Customer_12763.0,customer12763.0@example.com,01-01-2020
14081,United Kingdom,Customer_14081.0,customer14081.0@example.com,01-01-2020
17965,United Kingdom,Customer_17965.0,customer17965.0@example.com,01-01-2020
14404,United Kingdom,Customer_14404.0,customer14404.0@example.com,01-01-2020
13579,United Kingdom,Customer_13579.0,customer13579.0@example.com,01-01-2020
13174,United Kingdom,Customer_13174.0,customer13174.0@example.com,01-01-2020
15987,United Kingdom,Customer_15987.0,customer15987.0@example.com,01-01-2020
17677,United Kingdom,Customer_17677.0,customer17677.0@example.com,01-01-2020
13652,United Kingdom,Customer_13652.0,customer13652.0@example.com,01-01-2020
12586,Italy,Customer_12586.0,customer12586.0@example.com,01-01-2020
17428,United Kingdom,Customer_17428.0,customer17428.0@example.com,01-01-2020
16161,United Kingdom,Customer_16161.0,customer16161.0@example.com,01-01-2020
16858,United Kingdom,Customer_16858.0,customer16858.0@example.com,01-01-2020
18219,United Kingdom,Customer_18219.0,customer18219.0@example.com,01-01-2020
14293,United Kingdom,Customer_14293.0,customer14293.0@example.com,01-01-2020
14748,United Kingdom,Customer_14748.0,customer14748.0@example.com,01-01-2020
16638,United Kingdom,Customer_16638.0,customer16638.0@example.com,01-01-2020
17674,United Kingdom,Customer_17674.0,customer17674.0@example.com,01-01-2020
12808,Portugal,Customer_12808.0,customer12808.0@example.com,01-01-2020
13094,United Kingdom,Customer_13094.0,customer13094.0@example.com,01-01-2020
15899,United Kingdom,Customer_15899.0,customer15899.0@example.com,01-01-2020
12708,Germany,Customer_12708.0,customer12708.0@example.com,01-01-2020
15898,United Kingdom,Customer_15898.0,customer15898.0@example.com,01-01-2020
17691,United Kingdom,Customer_17691.0,customer17691.0@example.com,01-01-2020
17227,United Kingdom,Customer_17227.0,customer17227.0@example.com,01-01-2020
15039,United Kingdom,Customer_15039.0,customer15039.0@example.com,01-01-2020
15919,United Kingdom,Customer_15919.0,customer15919.0@example.com,01-01-2020
13497,United Kingdom,Customer_13497.0,customer13497.0@example.com,01-01-2020
15860,United Kingdom,Customer_15860.0,customer15860.0@example.com,01-01-2020
14189,United Kingdom,Customer_14189.0,customer14189.0@example.com,01-01-2020
15304,United Kingdom,Customer_15304.0,customer15304.0@example.com,01-01-2020
14867,United Kingdom,Customer_14867.0,customer14867.0@example.com,01-01-2020
14344,United Kingdom,Customer_14344.0,customer14344.0@example.com,01-01-2020
12474,Germany,Customer_12474.0,customer12474.0@example.com,01-01-2020
16719,United Kingdom,Customer_16719.0,customer16719.0@example.com,01-01-2020
15048,United Kingdom,Customer_15048.0,customer15048.0@example.com,01-01-2020
15301,United Kingdom,Customer_15301.0,customer15301.0@example.com,01-01-2020
14708,United Kingdom,Customer_14708.0,customer14708.0@example.com,01-01-2020
16898,United Kingdom,Customer_16898.0,customer16898.0@example.com,01-01-2020
14825,United Kingdom,Customer_14825.0,customer14825.0@example.com,01-01-2020
18113,United Kingdom,Customer_18113.0,customer18113.0@example.com,01-01-2020
17596,United Kingdom,Customer_17596.0,customer17596.0@example.com,01-01-2020
15078,United Kingdom,Customer_15078.0,customer15078.0@example.com,01-01-2020
14085,United Kingdom,Customer_14085.0,customer14085.0@example.com,01-01-2020
17860,United Kingdom,Customer_17860.0,customer17860.0@example.com,01-01-2020
13155,United Kingdom,Customer_13155.0,customer13155.0@example.com,01-01-2020
15028,United Kingdom,Customer_15028.0,customer15028.0@example.com,01-01-2020
16919,United Kingdom,Customer_16919.0,customer16919.0@example.com,01-01-2020
17259,United Kingdom,Customer_17259.0,customer17259.0@example.com,01-01-2020
17019,United Kingdom,Customer_17019.0,customer17019.0@example.com,01-01-2020
14487,United Kingdom,Customer_14487.0,customer14487.0@example.com,01-01-2020
16722,United Kingdom,Customer_16722.0,customer16722.0@example.com,01-01-2020
15882,United Kingdom,Customer_15882.0,customer15882.0@example.com,01-01-2020
14667,United Kingdom,Customer_14667.0,customer14667.0@example.com,01-01-2020
16710,United Kingdom,Customer_16710.0,customer16710.0@example.com,01-01-2020
16550,United Kingdom,Customer_16550.0,customer16550.0@example.com,01-01-2020
15984,United Kingdom,Customer_15984.0,customer15984.0@example.com,01-01-2020
17682,United Kingdom,Customer_17682.0,customer17682.0@example.com,01-01-2020
16658,United Kingdom,Customer_16658.0,customer16658.0@example.com,01-01-2020
17068,United Kingdom,Customer_17068.0,customer17068.0@example.com,01-01-2020
15356,United Kingdom,Customer_15356.0,customer15356.0@example.com,01-01-2020
